# Soil attributes based on EU-SoilHydroGrids (3D soil hydraulic database of Europe) and European Soil Database Derived data (Europe, 1km resolution, soil topological units; ESDD)
gauge_id,sand_perc,sand_perc_5,sand_perc_25,sand_perc_50,sand_perc_75,sand_perc_90,sand_perc_skewness,sand_perc_missing,silt_perc,silt_perc_5,silt_perc_25,silt_perc_50,silt_perc_75,silt_perc_90,silt_perc_skewness,silt_perc_missing,clay_perc,clay_perc_5,clay_perc_25,clay_perc_50,clay_perc_75,clay_perc_90,clay_perc_skewness,clay_perc_missing,organic_perc,organic_perc_5,organic_perc_25,organic_perc_50,organic_perc_75,organic_perc_90,organic_perc_skewness,organic_perc_missing,bulk_dens,bulk_dens_5,bulk_dens_25,bulk_dens_50,bulk_dens_75,bulk_dens_90,bulk_dens_skewness,bulk_dens_missing,tot_avail_water,tot_avail_water_5,tot_avail_water_25,tot_avail_water_50,tot_avail_water_75,tot_avail_water_90,tot_avail_water_skewness,tot_avail_water_missing,root_depth,root_depth_5,root_depth_25,root_depth_50,root_depth_75,root_depth_90,root_depth_skewness,root_depth_missing,coarse_fragm_perc,coarse_fragm_perc_5,coarse_fragm_perc_25,coarse_fragm_perc_50,coarse_fragm_perc_75,coarse_fragm_perc_90,coarse_fragm_perc_skewness,coarse_fragm_perc_missing,porosity,porosity_5,porosity_25,porosity_50,porosity_75,porosity_90,porosity_skewness,porosity_missing,conductivity,conductivity_5,conductivity_25,conductivity_50,conductivity_75,conductivity_90,conductivity_skewness,conductivity_missing
2139,48.028,31.012,37.381,43.388,55.673,76.346,0.319,1.19,32.182,14.432,25.8,34.964,36.91,47.02,-0.266,1.19,19.79,9.555,14.462,20.278,25.697,27.079,-0.077,1.19,3.842,0.397,0.49,0.658,1.334,16.853,0.311,1.19,1.325,0.835,1.358,1.388,1.498,1.58,-0.19,1.19,104.227,51.867,90.683,104.623,109.258,156.524,-0.011,1.19,1.169,0.528,1.151,1.213,1.274,1.432,-0.153,0.0,8.233,2.754,4.416,7.268,11.856,16.711,0.197,1.19,47.85,46.2,47.036,47.705,48.495,50.355,0.121,0.0,10.895,2.663,3.796,5.212,14.037,54.673,0.308,0.0
2141,74.163,47.631,70.679,75.36,78.013,85.711,-0.107,27.09,16.839,9.254,13.175,16.477,20.785,37.426,0.047,27.09,8.998,4.657,8.107,9.277,10.092,16.918,-0.074,27.09,0.921,0.425,0.438,0.788,1.266,1.606,0.261,27.09,1.593,1.386,1.561,1.588,1.613,1.712,0.054,27.09,61.386,17.619,37.823,69.716,85.855,113.268,-0.232,27.09,0.621,0.016,0.08,0.321,1.191,1.278,0.51,0.0,11.47,2.918,4.064,10.0,16.652,20.13,0.193,27.09,46.066,37.094,46.694,48.174,49.312,50.98,-0.357,0.19,32.197,26.835,27.522,28.931,31.196,78.339,0.218,0.19
2143,52.797,35.578,37.971,43.146,69.805,85.31,0.536,9.88,28.718,8.48,16.248,34.445,35.289,43.967,-0.475,9.88,18.485,4.98,11.772,19.509,24.569,27.386,-0.133,9.88,0.98,0.344,0.449,0.533,0.909,2.132,0.177,9.88,1.443,1.293,1.365,1.412,1.526,1.704,0.22,9.88,84.501,33.176,69.052,95.392,109.071,113.278,-0.375,9.88,0.969,0.048,0.547,1.189,1.254,1.365,-0.445,0.0,10.11,2.859,3.713,9.725,15.589,19.36,0.06,9.88,46.593,40.282,43.954,47.04,49.461,51.933,-0.112,3.68,50.71,2.807,27.192,28.046,73.18,147.1,0.513,3.68
2150,63.505,37.578,43.441,72.934,76.312,78.161,-0.556,14.15,23.554,12.56,15.366,17.669,36.456,41.163,0.511,14.15,12.941,6.953,8.573,9.69,17.507,23.957,0.529,14.15,1.164,0.426,0.64,1.039,1.381,1.903,0.061,14.15,1.461,1.281,1.37,1.43,1.587,1.628,0.204,14.15,81.752,22.686,61.624,90.977,112.415,113.367,-0.248,14.15,0.853,0.031,0.256,1.152,1.226,1.285,-0.55,0.0,9.172,3.093,4.777,5.547,15.287,19.617,0.559,14.15,47.284,37.816,47.529,48.432,49.539,51.47,-0.234,0.35,30.047,4.861,27.354,28.401,31.041,78.283,0.098,0.35
2151,64.478,38.288,52.634,72.489,76.596,83.425,-0.467,18.44,22.833,10.171,15.245,16.49,34.278,37.501,0.55,18.44,12.689,5.241,8.13,10.356,16.434,24.545,0.349,18.44,0.975,0.421,0.495,0.766,1.138,1.644,0.106,18.44,1.477,1.262,1.395,1.447,1.586,1.689,0.192,18.44,95.615,65.275,83.443,105.876,113.245,113.373,-0.406,18.44,0.991,0.026,1.005,1.189,1.244,1.289,-0.378,0.0,6.045,2.711,4.069,4.78,6.278,16.235,0.281,18.44,47.772,44.427,47.005,47.972,49.026,50.813,-0.077,1.54,36.617,4.592,27.357,29.734,54.068,79.368,0.303,1.54
2152,66.888,38.445,53.634,71.811,76.432,84.351,-0.315,27.1,20.614,9.431,13.84,17.208,27.892,37.364,0.333,27.1,12.498,5.107,9.003,10.741,15.048,26.645,0.277,27.1,0.902,0.381,0.435,0.647,1.031,1.581,0.128,27.1,1.52,1.358,1.419,1.535,1.588,1.695,-0.105,27.1,82.669,25.192,70.295,88.963,105.704,113.335,-0.2,27.1,0.81,0.018,0.088,1.16,1.23,1.286,-0.587,0.0,9.065,2.705,4.337,7.427,14.808,19.308,0.266,27.1,48.723,39.82,47.566,50.525,51.666,53.258,-0.363,5.96,24.457,2.703,22.468,27.864,30.665,54.359,-0.22,5.96
2154,50.193,37.012,40.499,42.523,66.522,77.647,0.498,8.96,30.165,13.082,20.729,34.486,35.557,43.479,-0.425,8.96,19.642,7.219,17.443,20.625,24.519,27.009,-0.152,8.96,2.496,0.426,0.531,0.635,0.927,2.1,0.237,8.96,1.371,1.222,1.373,1.385,1.42,1.618,-0.053,8.96,98.05,48.054,85.511,95.472,106.27,121.792,0.086,8.96,1.109,0.167,1.158,1.213,1.268,1.405,-0.254,0.0,9.693,2.775,4.844,9.746,13.539,16.759,-0.011,8.96,46.32,43.699,44.419,45.419,48.684,50.162,0.395,8.65,58.485,2.65,3.73,68.534,79.476,140.873,-0.226,8.65
2155,46.46,26.46,40.469,42.101,51.768,76.489,0.298,0.0,33.025,8.18,33.366,35.049,35.66,49.335,-0.187,0.0,20.515,10.601,19.087,20.954,24.232,27.005,-0.081,0.0,1.598,0.309,0.516,0.585,0.69,1.51,0.181,0.0,1.388,1.314,1.376,1.4,1.419,1.547,-0.059,0.0,103.923,83.154,95.401,97.364,108.242,122.497,0.251,0.0,1.283,1.151,1.191,1.24,1.29,1.449,0.406,0.0,9.797,2.642,4.575,9.851,16.515,16.841,-0.009,0.0,46.85,44.155,45.383,46.634,48.145,50.205,0.116,0.0,47.191,5.213,16.004,53.959,69.146,117.06,-0.198,0.0
2157,76.052,43.676,50.611,59.279,67.947,74.882,3.776,0.0,8.422,9.337,14.686,21.372,28.058,33.407,-3.892,0.0,15.526,15.75,17.213,19.041,20.868,22.331,-3.129,0.0,0.282,0.293,0.357,0.436,0.516,0.58,-3.724,0.0,1.519,1.399,1.424,1.457,1.489,1.514,3.534,0.0,83.591,46.762,63.268,83.746,89.614,94.308,-0.048,0.0,1.296,0.54,0.7,0.9,1.1,1.26,6.804,0.0,5.689,6.005,7.871,10.203,12.536,14.401,-3.798,0.0,44.208,43.571,43.841,44.251,44.574,44.737,-0.097,0.0,120.027,69.686,117.508,120.567,127.62,150.503,-0.026,0.0
2159,51.439,37.454,40.838,43.066,66.43,78.916,0.519,0.0,29.762,11.519,23.068,34.472,35.234,36.679,-0.439,0.0,18.798,9.116,11.883,20.623,24.341,27.182,-0.265,0.0,1.562,0.346,0.482,0.602,0.75,1.694,0.186,0.0,1.418,1.266,1.384,1.415,1.54,1.596,0.015,0.0,92.121,34.779,88.508,95.455,102.826,108.225,-0.1,0.0,1.181,0.382,1.162,1.208,1.254,1.291,-0.087,0.0,12.518,2.971,11.182,12.562,16.523,18.512,-0.008,0.0,46.388,44.38,45.106,45.759,47.776,49.605,0.37,0.0,48.341,5.864,28.108,54.464,69.407,80.533,-0.219,0.0
2160,61.167,38.061,42.966,72.469,76.187,79.014,-0.622,12.96,24.545,12.125,15.258,17.772,35.01,37.667,0.552,12.96,14.288,6.501,8.617,11.758,18.751,26.844,0.345,12.96,1.221,0.424,0.638,0.826,1.306,1.693,0.133,12.96,1.451,1.242,1.369,1.436,1.586,1.64,0.082,12.96,91.549,28.383,80.201,105.702,113.176,113.374,-0.438,12.96,0.977,0.034,0.755,1.169,1.234,1.287,-0.384,0.0,7.791,2.876,4.746,4.812,9.018,18.635,0.509,12.96,47.971,45.711,47.205,48.115,49.097,50.532,-0.068,0.03,35.546,4.253,27.396,29.887,53.822,79.219,0.248,0.03
2161,74.935,65.765,73.148,75.125,77.103,85.443,-0.035,90.88,15.871,9.29,13.23,15.529,17.827,23.969,0.076,90.88,9.194,5.396,9.091,9.413,9.79,10.45,-0.149,90.88,0.783,0.428,0.433,0.438,0.987,1.317,0.765,90.88,1.593,1.556,1.582,1.588,1.589,1.696,0.136,90.88,54.922,20.307,51.264,69.28,74.039,99.16,-0.445,90.88,0.068,0.005,0.027,0.054,0.082,0.661,0.054,0.0,15.055,2.977,7.325,15.429,18.238,20.448,-0.06,90.88,39.495,21.917,22.977,41.226,52.308,56.003,-0.13,30.23,27.425,26.148,26.705,27.251,27.638,49.86,0.046,30.23
2167,54.191,37.308,41.617,45.229,70.632,86.366,0.515,8.21,28.815,9.095,17.755,34.079,35.474,41.496,-0.475,8.21,16.994,4.615,10.391,19.203,23.164,24.286,-0.303,8.21,1.059,0.405,0.529,0.777,1.498,2.036,0.484,8.21,1.447,1.286,1.297,1.418,1.546,1.719,0.209,8.21,72.17,32.186,44.911,85.687,98.783,109.748,-0.447,8.21,0.847,0.056,0.407,1.003,1.152,1.27,-0.324,0.0,10.59,2.646,3.877,10.512,15.745,20.04,0.014,8.21,47.848,45.792,46.672,47.429,48.862,50.987,0.256,6.51,44.488,2.713,26.704,44.913,69.856,94.434,-0.013,6.51
2168,41.431,37.453,40.445,40.833,42.425,43.931,0.216,18.11,35.773,34.437,34.987,35.466,36.532,38.083,0.25,18.11,22.796,20.122,20.611,24.079,24.95,25.415,-0.528,18.11,0.654,0.505,0.585,0.639,0.718,0.72,0.2,18.11,1.393,1.367,1.377,1.385,1.407,1.416,0.394,18.11,91.957,63.447,95.393,95.449,101.785,110.033,-0.202,18.11,0.982,0.133,0.633,0.98,1.314,1.463,0.004,0.0,11.941,4.645,5.553,13.62,15.704,16.679,-0.31,18.11,45.883,44.347,45.193,45.81,46.548,47.626,0.072,16.8,39.662,4.341,12.182,52.537,57.402,69.693,-0.467,16.8
2170,36.945,19.594,32.758,37.604,42.317,51.898,-0.056,4.11,35.615,25.124,33.671,34.81,37.292,43.388,0.132,4.11,27.44,13.433,20.223,23.83,29.311,46.284,0.33,4.11,1.36,0.456,0.575,1.489,2.084,2.302,-0.175,4.11,1.341,1.249,1.268,1.375,1.386,1.414,-0.49,4.11,56.724,41.385,43.966,48.263,58.755,110.642,0.384,4.11,0.537,0.106,0.348,0.458,0.634,1.126,0.226,0.0,12.529,3.409,6.724,14.299,18.491,20.703,-0.263,4.11,46.543,39.502,44.94,47.244,49.642,51.78,-0.134,0.56,46.323,3.353,28.176,31.257,69.094,120.75,0.455,0.56
2174,51.773,20.138,37.421,42.289,72.807,87.505,0.451,26.57,27.872,8.456,16.827,33.567,35.707,43.435,-0.511,26.57,20.355,4.675,9.761,20.132,24.747,45.078,0.018,26.57,1.169,0.388,0.501,0.704,1.55,2.3,0.208,26.57,1.438,1.25,1.361,1.387,1.564,1.735,0.324,26.57,70.442,24.515,44.55,69.105,101.463,113.161,0.042,26.57,0.631,0.018,0.092,0.491,1.197,1.279,0.253,0.0,10.881,2.713,4.441,9.973,16.885,20.613,0.136,26.57,46.017,37.822,44.291,47.432,49.642,52.238,-0.229,7.65,45.982,15.383,27.804,30.668,69.115,120.817,0.458,7.65
2176,53.707,37.623,40.448,45.667,65.624,78.036,0.517,3.21,28.857,12.521,22.676,32.11,34.626,37.837,-0.347,3.21,17.436,6.836,11.349,15.8,24.83,27.146,0.214,3.21,1.563,0.41,0.455,0.589,0.737,1.694,0.184,3.21,1.428,1.23,1.377,1.423,1.542,1.628,0.023,3.21,98.555,67.731,95.405,104.725,106.061,113.265,-0.247,3.21,1.183,0.352,1.16,1.217,1.275,1.428,-0.112,0.0,7.872,2.593,3.423,4.764,13.253,16.801,0.532,3.21,48.953,44.567,47.823,49.203,50.589,51.654,-0.117,2.32,23.813,3.238,6.667,22.662,31.648,75.324,0.047,2.32
2179,53.77,35.813,40.481,44.371,69.083,78.716,0.549,0.0,28.795,12.23,18.174,33.657,35.138,41.465,-0.429,0.0,17.435,6.59,10.583,19.028,24.451,27.981,-0.203,0.0,2.263,0.419,0.444,0.689,1.432,1.697,0.24,0.0,1.395,0.984,1.372,1.419,1.543,1.637,-0.088,0.0,100.117,62.622,91.176,104.79,106.816,113.384,-0.132,0.0,1.187,0.557,1.121,1.195,1.248,1.29,-0.032,0.0,8.699,2.334,3.98,4.911,15.529,16.966,0.61,0.0,47.429,45.136,46.075,47.166,48.81,49.825,0.165,0.04,43.91,3.455,23.337,52.033,69.064,79.649,-0.298,0.04
2181,47.277,26.74,40.492,41.442,51.219,76.971,0.398,2.08,32.834,15.161,30.686,34.677,35.65,48.677,-0.192,2.08,19.888,8.18,18.167,22.964,24.265,25.38,-0.5,2.08,0.725,0.425,0.519,0.586,0.669,1.101,0.08,2.08,1.417,1.359,1.375,1.389,1.419,1.585,0.271,2.08,102.481,83.316,95.434,103.29,109.037,118.583,-0.06,2.08,1.264,1.15,1.182,1.221,1.261,1.292,0.221,0.0,9.091,2.779,4.757,7.444,13.857,16.767,0.299,2.08,47.998,44.719,46.66,47.978,49.529,51.168,0.01,0.0,23.945,2.769,4.327,6.273,53.738,74.899,0.629,0.0
2185,67.599,38.02,59.405,70.162,77.306,85.371,-0.16,15.15,20.889,9.38,13.769,17.349,26.845,37.685,0.318,15.15,11.512,4.547,8.358,10.439,13.725,24.909,0.171,15.15,1.15,0.385,0.431,0.59,0.892,1.688,0.15,15.15,1.534,1.288,1.518,1.549,1.59,1.716,-0.078,15.15,87.621,47.709,70.46,92.647,105.791,113.351,-0.167,15.15,0.991,0.03,0.832,1.181,1.241,1.288,-0.378,0.0,7.08,2.595,3.352,4.601,9.119,17.643,0.435,15.15,47.789,38.444,47.61,48.496,49.438,50.869,-0.202,0.0,30.234,21.014,27.404,27.972,30.72,72.008,0.164,0.0
2187,52.898,36.652,40.659,43.369,72.553,78.163,0.575,2.78,28.745,12.316,16.548,35.009,37.221,37.931,-0.584,2.78,18.357,7.603,14.804,19.544,24.475,26.43,-0.178,2.78,1.365,0.416,0.589,0.681,0.92,1.233,0.14,2.78,1.409,1.358,1.367,1.407,1.43,1.606,0.012,2.78,96.445,63.444,86.626,99.346,112.785,113.37,-0.16,2.78,1.192,0.538,0.77,1.026,1.282,1.457,0.555,0.0,7.699,3.041,4.772,4.939,11.369,16.684,0.599,2.78,48.977,46.487,47.38,48.657,50.594,51.738,0.177,0.0,17.681,2.776,4.361,6.341,29.192,57.272,0.569,0.0
2199,47.941,38.172,42.971,45.621,48.485,71.75,0.25,0.0,32.575,13.366,32.622,35.288,35.58,36.778,-0.376,0.0,19.484,13.246,19.26,19.996,22.33,24.454,-0.134,0.0,1.074,0.431,0.619,0.696,1.581,2.323,0.539,0.0,1.423,1.381,1.412,1.417,1.426,1.512,0.134,0.0,85.24,50.259,80.543,94.353,97.826,101.466,-0.472,0.0,1.093,0.35,0.55,0.8,1.05,1.25,0.724,0.0,13.844,5.489,8.304,16.619,16.799,17.192,-0.572,0.0,46.099,43.305,44.655,46.061,47.687,48.774,0.022,0.0,65.211,16.184,30.205,68.998,81.862,141.189,-0.093,0.0
2200,73.4,54.557,67.423,73.939,78.092,85.834,-0.049,57.14,17.689,9.613,15.143,16.299,20.162,31.053,0.181,57.14,8.911,4.553,6.765,8.687,10.671,15.204,0.058,57.14,0.769,0.391,0.469,0.712,0.975,1.249,0.172,57.14,1.534,1.369,1.41,1.54,1.63,1.716,-0.042,57.14,94.431,56.595,80.65,99.708,109.584,113.315,-0.242,57.14,0.546,0.009,0.043,0.087,0.592,1.158,0.716,0.0,4.827,2.729,3.493,4.586,5.0,9.148,0.077,57.14,46.843,38.406,41.043,49.902,51.268,53.505,-0.425,0.15,27.619,26.369,27.213,27.489,28.243,42.306,0.028,0.15
2202,34.654,21.209,32.199,39.6,42.177,43.082,-0.503,0.0,36.674,29.733,32.665,35.257,39.685,43.137,0.241,0.0,28.672,19.44,21.201,23.402,26.057,47.242,0.373,0.0,1.002,0.537,0.603,0.957,1.385,1.542,0.103,0.0,1.309,1.234,1.279,1.293,1.387,1.413,0.227,0.0,104.634,44.947,102.356,107.218,117.406,127.083,-0.096,0.0,1.186,0.54,0.7,0.9,1.1,1.26,1.02,0.0,5.545,3.564,3.664,4.352,6.085,12.08,0.38,0.0,45.449,43.774,44.518,45.189,46.03,48.64,0.19,0.0,72.639,22.432,55.338,70.056,79.805,121.312,0.09,0.0
2203,68.271,42.926,64.703,72.717,76.869,83.78,-0.317,12.42,20.554,10.072,15.265,16.467,24.354,36.647,0.444,12.42,11.175,5.14,8.051,9.85,13.712,19.604,0.243,12.42,0.766,0.396,0.433,0.651,1.027,1.392,0.299,12.42,1.515,1.34,1.423,1.537,1.588,1.693,-0.172,12.42,90.666,45.05,78.68,96.772,109.901,113.346,-0.223,12.42,1.041,0.036,1.107,1.198,1.249,1.29,-0.32,0.0,6.39,2.751,3.601,4.778,7.655,17.6,0.309,12.42,47.935,40.172,47.458,48.46,49.327,50.489,-0.195,0.08,33.853,6.816,27.508,29.256,31.723,79.31,0.222,0.08
2205,53.935,36.559,40.581,43.687,71.891,79.096,0.596,13.24,27.958,10.332,16.438,34.428,35.19,38.394,-0.587,13.24,18.107,6.968,12.048,19.666,24.326,27.073,-0.208,13.24,1.43,0.373,0.497,0.603,0.77,1.684,0.165,13.24,1.424,1.224,1.376,1.412,1.525,1.628,0.06,13.24,94.445,47.871,86.0,95.711,106.531,114.045,-0.046,13.24,1.047,0.037,1.096,1.205,1.263,1.39,-0.328,0.0,9.454,2.773,4.766,8.706,14.17,16.916,0.135,13.24,46.913,42.03,44.745,46.801,49.449,51.985,0.031,4.1,45.839,2.756,27.243,30.584,69.233,120.164,0.426,4.1
2206,67.875,64.969,69.769,75.769,81.769,86.569,-0.874,0.0,22.642,9.1,12.577,16.923,21.269,24.746,0.874,0.0,9.484,4.331,5.654,7.308,8.962,10.285,0.874,0.0,0.501,0.457,0.53,0.621,0.712,0.785,-0.874,0.0,1.582,1.559,1.597,1.644,1.691,1.728,-0.874,0.0,99.111,70.289,77.69,86.94,96.19,103.59,0.874,0.0,1.3,1.3,1.3,1.3,1.3,1.3,-Inf,0.0,2.749,2.6,2.846,3.154,3.462,3.708,-0.874,0.0,50.183,47.559,50.121,50.491,50.558,51.476,-0.287,0.0,31.244,30.343,40.683,53.608,66.533,76.873,-1.725,0.0
2207,67.049,38.467,54.504,71.904,76.448,84.374,-0.313,27.24,20.516,9.423,13.8,17.155,28.131,37.362,0.33,27.24,12.434,5.099,8.98,10.613,14.982,26.631,0.289,27.24,0.892,0.381,0.434,0.645,1.028,1.568,0.131,27.24,1.521,1.358,1.42,1.536,1.588,1.695,-0.104,27.24,82.504,25.105,70.251,88.604,105.653,113.328,-0.194,27.24,0.807,0.017,0.087,1.16,1.23,1.286,-0.589,0.0,9.041,2.73,4.357,7.35,14.797,19.318,0.275,27.24,48.737,39.819,47.607,50.529,51.676,53.264,-0.36,5.99,24.322,2.703,22.437,27.796,30.613,54.286,-0.227,5.99
2208,55.057,37.11,40.684,43.686,72.861,79.124,0.655,15.82,27.578,11.227,16.141,34.425,35.215,43.068,-0.617,15.82,17.365,6.835,10.081,19.217,24.275,27.135,-0.251,15.82,1.817,0.392,0.517,0.638,0.967,1.827,0.196,15.82,1.414,1.242,1.374,1.413,1.525,1.629,0.002,15.82,95.757,47.84,84.484,96.861,108.239,113.901,-0.036,15.82,1.01,0.031,0.903,1.198,1.259,1.375,-0.374,0.0,8.973,2.716,4.761,8.046,13.376,16.836,0.172,15.82,46.742,41.328,44.832,46.841,49.08,51.3,-0.028,4.83,46.653,2.766,27.271,32.052,69.515,120.461,0.4,4.83
2209,61.058,37.392,42.369,65.226,73.325,81.667,-0.253,18.07,23.606,8.96,16.111,21.443,34.536,37.543,0.211,18.07,15.336,5.978,9.708,14.278,23.463,25.458,0.151,18.07,1.089,0.353,0.433,0.584,0.75,1.342,0.126,18.07,1.478,1.359,1.384,1.521,1.551,1.661,-0.252,18.07,86.289,30.919,81.355,95.207,105.035,112.875,-0.336,18.07,0.95,0.026,0.512,1.196,1.263,1.409,-0.449,0.0,9.65,2.768,4.747,8.606,14.932,18.981,0.176,18.07,48.49,40.665,46.972,49.241,50.974,52.485,-0.203,6.28,28.015,2.69,16.0,28.292,30.394,69.543,-0.014,6.28
2210,46.104,34.876,36.756,41.446,43.395,78.44,0.29,0.24,34.135,14.455,29.939,35.99,43.026,43.87,-0.166,0.24,19.762,6.467,17.783,20.934,23.228,27.068,-0.153,0.24,1.599,0.327,0.546,0.746,1.657,2.11,0.2,0.24,1.389,1.247,1.38,1.389,1.413,1.642,0.0,0.24,71.584,45.015,48.071,64.246,85.09,113.371,0.235,0.24,0.822,0.34,0.527,0.688,1.204,1.298,0.345,0.0,8.945,3.331,7.138,8.636,10.082,15.871,0.08,0.24,47.872,45.815,46.847,47.68,48.97,50.157,0.14,0.37,23.655,3.498,7.97,13.559,53.965,69.138,0.383,0.37
2215,54.717,37.785,40.673,43.758,72.696,78.049,0.634,5.73,27.962,12.501,16.476,32.868,35.041,37.748,-0.444,5.73,17.321,6.89,10.145,18.799,24.296,27.31,-0.193,5.73,1.61,0.423,0.492,0.638,1.102,1.694,0.194,5.73,1.416,1.231,1.375,1.418,1.54,1.626,-0.009,5.73,95.951,42.519,86.161,103.068,107.682,113.387,-0.219,5.73,1.103,0.078,1.085,1.2,1.262,1.396,-0.246,0.0,8.734,2.607,4.741,5.008,14.351,17.062,0.647,5.73,46.998,44.079,45.501,46.959,48.667,49.922,0.019,0.3,46.165,3.701,27.527,49.867,69.343,104.732,-0.116,0.3
2217,51.597,20.153,37.413,42.215,72.779,87.501,0.448,26.3,27.992,8.46,16.944,33.671,35.72,43.491,-0.51,26.3,20.411,4.684,9.826,20.165,24.835,45.038,0.02,26.3,1.163,0.388,0.495,0.697,1.548,2.297,0.21,26.3,1.437,1.25,1.361,1.387,1.561,1.735,0.321,26.3,70.704,24.681,44.742,69.2,101.659,113.112,0.047,26.3,0.635,0.019,0.093,0.494,1.198,1.28,0.253,0.0,10.835,2.716,4.39,9.936,16.798,20.607,0.135,26.3,46.003,37.847,44.249,47.395,49.626,52.228,-0.227,7.58,46.391,15.316,27.824,30.719,69.157,121.01,0.464,7.58
2219,46.428,45.073,52.134,60.96,69.787,76.674,-1.481,89.68,35.652,15.726,20.123,25.979,31.836,36.521,1.507,89.68,17.92,7.601,10.091,13.06,16.03,18.406,1.43,89.68,0.646,0.444,0.529,0.634,0.907,1.132,0.103,89.68,1.43,1.365,1.39,1.424,1.527,1.609,0.108,89.68,111.64,103.203,113.273,113.312,113.351,113.383,-0.234,89.68,0.134,0.065,0.325,0.65,0.975,1.235,-1.304,0.0,4.647,2.757,3.632,4.725,4.807,4.838,-0.151,89.68,46.779,38.212,39.948,49.541,50.9,54.952,-0.444,15.2,28.982,26.521,27.254,27.528,32.264,55.049,0.18,15.2
2232,62.231,46.534,59.439,73.075,76.157,77.693,-0.669,22.36,24.689,13.393,15.428,17.241,27.466,35.647,0.668,22.36,13.08,6.997,7.907,13.849,16.829,18.566,-0.141,22.36,0.811,0.459,0.601,0.818,1.02,1.154,-0.026,22.36,1.442,1.366,1.392,1.429,1.496,1.599,0.145,22.36,105.776,83.093,91.206,113.253,113.322,113.377,-0.574,22.36,1.009,0.065,0.325,0.65,0.975,1.235,0.663,0.0,4.733,2.907,4.383,4.8,4.838,7.266,-0.05,22.36,47.719,38.465,47.558,48.598,49.208,50.092,-0.307,0.0,29.756,27.013,27.399,27.69,42.029,56.876,0.214,0.0
2239,48.527,38.544,42.058,42.936,51.335,76.82,0.442,10.13,30.812,14.407,30.496,33.433,34.226,36.436,-0.355,10.13,20.661,8.37,19.313,23.808,23.955,25.382,-0.551,10.13,1.452,0.434,1.19,1.495,1.714,2.235,-0.072,10.13,1.345,1.28,1.291,1.329,1.362,1.588,0.159,10.13,57.993,32.481,44.861,47.632,71.526,112.278,0.38,10.13,0.618,0.045,0.265,0.578,0.949,1.23,0.101,0.0,9.777,3.308,3.732,11.591,12.469,16.576,-0.363,10.13,42.774,21.199,37.316,46.963,48.407,50.279,-0.537,0.61,29.269,26.591,27.345,27.717,37.687,46.631,0.171,0.61
2243,58.285,36.987,40.945,58.755,72.572,80.499,-0.028,14.24,25.299,9.334,16.389,26.413,34.572,37.713,-0.108,14.24,16.415,6.353,10.475,15.014,24.237,26.261,0.195,14.24,1.144,0.362,0.439,0.582,0.72,1.399,0.133,14.24,1.461,1.358,1.382,1.508,1.543,1.646,-0.261,14.24,89.397,36.264,85.371,95.443,105.168,113.024,-0.236,14.24,1.012,0.033,0.943,1.204,1.266,1.413,-0.375,0.0,9.537,2.727,4.666,8.715,14.576,18.394,0.141,14.24,48.117,41.565,46.225,48.645,50.705,52.28,-0.147,5.13,32.519,2.682,15.712,28.713,50.142,79.502,0.142,5.13
2244,72.723,64.837,69.109,73.514,75.407,76.921,-0.175,29.31,17.778,13.44,15.201,17.403,21.21,24.734,0.089,29.31,9.499,9.052,9.261,9.522,9.921,10.477,-0.038,29.31,0.93,0.428,0.434,0.602,1.001,1.32,0.678,29.31,1.582,1.555,1.577,1.587,1.589,1.59,-0.356,29.31,46.796,16.898,34.222,55.878,79.044,100.161,-0.244,29.31,0.416,0.012,0.06,0.298,0.876,1.224,0.233,0.0,16.071,4.504,12.366,16.897,18.949,20.59,-0.124,29.31,49.601,39.337,49.813,50.873,51.632,52.326,-0.333,0.0,27.787,27.227,27.437,27.699,40.908,54.515,0.051,0.0
2247,45.203,34.944,36.13,39.971,41.983,78.376,0.345,0.35,35.476,14.728,34.272,39.076,43.123,43.825,-0.329,0.35,19.321,6.519,18.654,21.818,22.838,23.962,-0.454,0.35,1.047,0.337,0.538,0.728,1.693,2.105,0.312,0.35,1.407,1.298,1.382,1.387,1.403,1.64,0.197,0.35,59.279,44.879,47.933,52.528,68.409,85.376,0.417,0.35,0.678,0.322,0.492,0.589,0.854,1.259,0.269,0.0,9.969,4.837,8.155,9.512,10.199,16.152,0.126,0.35,48.087,45.855,46.977,48.003,49.388,50.312,0.059,0.53,20.581,3.406,7.511,12.641,52.302,69.111,0.311,0.53
2251,36.157,28.025,30.125,32.75,35.375,37.475,0.853,0.0,38.908,35.833,40.732,46.854,52.977,57.875,-0.853,0.0,24.935,14.1,16.898,20.396,23.893,26.692,0.853,0.0,1.693,1.693,1.694,1.695,1.696,1.697,-0.853,0.0,1.251,1.222,1.268,1.326,1.385,1.431,-0.853,0.0,106.522,104.726,105.19,105.769,106.349,106.813,0.853,0.0,1.124,1.008,1.038,1.075,1.112,1.142,0.853,0.0,6.786,5.322,7.654,10.57,13.485,15.817,-0.853,0.0,48.939,48.174,48.703,48.979,49.203,49.487,-0.091,0.0,48.688,15.523,25.908,53.093,67.982,77.9,-0.191,0.0
