# Soil attributes based on EU-SoilHydroGrids (3D soil hydraulic database of Europe) and European Soil Database Derived data (Europe, 1km resolution, soil topological units; ESDD)
gauge_id,sand_perc,sand_perc_5,sand_perc_25,sand_perc_50,sand_perc_75,sand_perc_90,sand_perc_skewness,sand_perc_missing,silt_perc,silt_perc_5,silt_perc_25,silt_perc_50,silt_perc_75,silt_perc_90,silt_perc_skewness,silt_perc_missing,clay_perc,clay_perc_5,clay_perc_25,clay_perc_50,clay_perc_75,clay_perc_90,clay_perc_skewness,clay_perc_missing,organic_perc,organic_perc_5,organic_perc_25,organic_perc_50,organic_perc_75,organic_perc_90,organic_perc_skewness,organic_perc_missing,bulk_dens,bulk_dens_5,bulk_dens_25,bulk_dens_50,bulk_dens_75,bulk_dens_90,bulk_dens_skewness,bulk_dens_missing,tot_avail_water,tot_avail_water_5,tot_avail_water_25,tot_avail_water_50,tot_avail_water_75,tot_avail_water_90,tot_avail_water_skewness,tot_avail_water_missing,root_depth,root_depth_5,root_depth_25,root_depth_50,root_depth_75,root_depth_90,root_depth_skewness,root_depth_missing,coarse_fragm_perc,coarse_fragm_perc_5,coarse_fragm_perc_25,coarse_fragm_perc_50,coarse_fragm_perc_75,coarse_fragm_perc_90,coarse_fragm_perc_skewness,coarse_fragm_perc_missing,porosity,porosity_5,porosity_25,porosity_50,porosity_75,porosity_90,porosity_skewness,porosity_missing,conductivity,conductivity_5,conductivity_25,conductivity_50,conductivity_75,conductivity_90,conductivity_skewness,conductivity_missing
3002,56.118,30.715,37.726,41.066,59.761,75.337,0.691,0.0,27.712,13.611,23.134,34.836,37.724,54.993,-0.422,0.0,16.169,9.872,11.204,13.288,24.026,24.286,0.412,0.0,1.415,0.339,0.419,0.518,2.457,2.909,0.721,0.0,1.378,1.089,1.284,1.441,1.52,1.582,-0.257,0.0,69.011,50.272,59.62,68.446,82.312,100.566,0.037,0.0,0.957,0.54,0.7,0.9,1.1,1.26,0.144,0.0,9.754,4.457,4.685,11.469,11.808,14.91,-0.434,0.0,47.572,46.25,46.81,47.5,48.304,49.181,0.074,0.32,25.087,2.508,3.021,3.662,52.433,69.032,0.788,0.32
3003,45.651,36.009,37.188,40.863,43.65,82.606,0.3,1.6,35.641,10.144,34.099,36.629,41.955,45.222,-0.087,1.6,18.708,7.03,18.446,19.387,20.849,24.273,-0.105,1.6,1.536,0.432,0.919,1.595,2.095,2.23,-0.09,1.6,1.429,1.281,1.386,1.41,1.415,1.654,0.169,1.6,54.592,36.201,47.922,48.236,57.522,104.563,0.353,1.6,0.532,0.14,0.333,0.455,0.647,1.177,0.232,0.0,13.674,3.412,11.382,15.477,15.938,19.215,-0.349,1.6,48.344,38.773,47.973,49.279,50.452,51.919,-0.228,0.36,26.762,2.977,27.355,28.532,30.819,54.036,-0.133,0.36
3004,53.114,28.334,37.669,40.583,57.597,74.904,0.576,0.0,30.248,13.876,24.456,35.171,38.64,56.688,-0.282,0.0,16.637,9.903,11.36,14.624,23.348,24.241,0.292,0.0,1.529,0.341,0.431,1.11,2.51,2.92,0.339,0.0,1.363,1.086,1.269,1.428,1.513,1.58,-0.271,0.0,67.978,49.562,57.124,65.661,74.348,96.524,0.146,0.0,0.915,0.54,0.7,0.9,1.1,1.26,0.037,0.0,9.849,5.318,8.99,11.5,12.245,15.089,-0.401,0.0,47.98,46.394,47.375,47.928,48.541,49.405,0.058,0.0,30.639,2.531,3.137,28.058,54.605,69.649,0.092,0.0
3005,69.551,38.103,77.344,77.973,78.602,79.105,-0.475,0.0,18.716,11.346,11.807,12.383,12.96,41.793,0.462,0.0,11.733,9.549,9.591,9.644,9.696,20.853,0.518,0.0,0.727,0.326,0.354,0.389,0.425,2.106,0.451,0.0,1.545,1.355,1.586,1.59,1.593,1.596,-0.452,0.0,68.086,47.906,70.705,71.835,72.964,73.868,-0.341,0.0,1.082,0.354,1.007,1.105,1.202,1.28,-0.056,0.0,12.418,10.037,11.785,13.385,14.969,15.977,-0.542,0.0,50.099,48.64,49.644,50.35,50.645,51.642,-0.169,0.0,27.908,15.685,27.383,27.741,30.304,32.448,0.017,0.0
3006,62.304,36.658,42.441,69.178,76.96,87.59,-0.368,13.31,24.48,8.398,14.277,22.095,36.101,43.96,0.185,13.31,13.216,4.411,9.112,10.795,19.197,24.188,0.356,13.31,1.112,0.37,0.441,0.861,1.432,2.149,0.154,13.31,1.509,1.287,1.408,1.535,1.589,1.736,-0.181,13.31,69.596,21.046,48.162,69.936,104.677,113.318,-0.011,13.31,0.768,0.034,0.268,0.877,1.221,1.299,-0.204,0.0,10.536,2.693,3.93,9.651,15.816,19.763,0.133,13.31,47.867,38.748,47.441,49.069,50.704,52.641,-0.237,0.41,28.181,3.074,27.189,27.814,28.018,57.959,0.025,0.41
3007,46.481,27.618,34.092,41.184,50.764,73.537,0.255,0.0,37.409,14.954,29.846,36.468,43.46,57.652,0.05,0.0,16.11,10.066,12.177,17.207,22.772,24.277,-0.185,0.0,1.432,0.355,0.5,0.927,2.097,2.698,0.525,0.0,1.425,1.149,1.387,1.426,1.471,1.572,-0.011,0.0,61.372,45.667,48.012,57.434,68.407,98.925,0.236,0.0,0.791,0.326,0.471,0.627,0.904,1.221,0.433,0.0,12.765,4.076,11.454,13.63,15.479,18.374,-0.191,0.0,48.714,45.694,46.979,48.204,50.631,52.352,0.239,0.0,13.654,2.504,3.0,3.619,27.219,32.066,0.634,0.0
3008,41.365,27.061,31.305,36.611,47.262,72.837,0.223,0.0,44.16,15.141,30.782,40.685,50.943,59.149,0.168,0.0,14.474,9.861,11.153,12.767,18.342,22.868,0.331,0.0,1.693,0.54,1.427,1.868,2.177,2.829,-0.222,0.0,1.46,1.244,1.402,1.434,1.505,1.579,0.272,0.0,52.958,43.976,46.189,50.602,56.917,70.482,0.203,0.0,0.641,0.321,0.403,0.522,0.911,1.222,0.327,0.0,15.735,8.414,13.034,14.923,17.614,20.323,0.243,0.0,50.318,46.549,48.857,50.918,51.534,52.546,-0.317,0.0,16.859,4.011,10.536,25.342,27.049,27.616,-0.718,0.0
3009,44.619,36.109,37.373,41.276,43.585,83.005,0.225,1.8,36.37,10.015,34.194,36.55,41.807,44.63,-0.017,1.8,19.011,6.68,18.67,19.493,21.166,24.268,-0.075,1.8,1.578,0.492,0.931,1.591,2.089,2.182,-0.023,1.8,1.428,1.281,1.387,1.41,1.414,1.66,0.173,1.8,52.861,35.939,47.887,48.227,55.181,101.108,0.274,1.8,0.487,0.135,0.325,0.443,0.612,1.081,0.157,0.0,13.892,3.41,11.892,15.534,15.874,19.416,-0.31,1.8,48.23,38.545,47.967,49.245,50.448,51.972,-0.236,0.4,27.575,3.176,27.413,28.638,30.863,54.085,-0.084,0.4
3010,54.445,28.118,36.552,41.489,59.031,75.191,0.557,0.0,30.674,13.701,23.584,34.307,37.979,56.531,-0.181,0.0,14.881,9.868,11.184,13.009,23.395,25.942,0.287,0.0,1.087,0.339,0.423,0.52,1.828,2.668,0.589,0.0,1.468,1.235,1.387,1.443,1.52,1.582,0.16,0.0,69.461,46.561,48.372,66.183,85.018,105.855,0.17,0.0,0.986,0.348,0.542,0.794,1.047,1.249,0.48,0.0,11.741,3.892,11.34,11.703,13.64,17.159,0.009,0.0,48.447,46.525,47.281,47.837,49.562,51.605,0.364,0.0,8.754,2.471,2.835,3.289,3.744,31.502,0.372,0.0
3011,40.134,27.493,33.465,40.011,43.315,66.399,0.008,0.0,42.821,19.622,34.708,37.162,46.768,58.314,0.346,0.0,17.046,10.392,13.838,18.25,22.552,24.099,-0.229,0.0,1.71,0.401,0.923,1.762,2.244,2.764,-0.059,0.0,1.39,1.127,1.385,1.421,1.44,1.552,-0.2,0.0,55.65,44.998,47.885,50.215,57.508,73.762,0.454,0.0,0.647,0.318,0.439,0.567,0.679,1.152,0.275,0.0,13.643,4.653,11.897,15.21,15.624,19.193,-0.341,0.0,49.009,45.512,46.927,49.045,51.18,52.484,-0.015,0.0,17.534,2.899,4.972,19.913,28.075,32.179,-0.151,0.0
3012,46.834,34.148,39.037,42.032,51.066,65.659,0.353,0.0,29.934,18.517,30.432,33.425,35.228,36.767,-0.409,0.0,23.232,15.733,18.051,22.463,26.374,28.003,0.141,0.0,0.527,0.448,0.449,0.451,0.483,0.831,0.277,0.0,1.404,1.35,1.36,1.391,1.441,1.494,0.195,0.0,96.495,59.606,80.4,90.861,105.482,111.815,0.292,0.0,1.239,0.675,0.823,0.982,1.141,1.268,1.356,0.0,8.821,3.263,3.393,3.555,15.96,21.978,0.705,0.0,46.584,45.189,45.921,46.454,47.132,48.359,0.132,0.0,37.935,4.262,11.788,51.426,57.002,73.148,-0.489,0.0
3013,34.922,27.012,31.06,36.774,39.753,41.736,-0.291,0.0,45.446,34.158,35.634,41.07,49.272,58.814,0.392,0.0,19.632,13.66,17.1,21.842,24.217,26.755,-0.424,0.0,1.568,0.491,0.528,1.834,2.162,2.22,-0.346,0.0,1.407,1.358,1.383,1.398,1.421,1.441,0.279,0.0,66.486,44.76,47.803,48.161,91.262,110.069,0.674,0.0,0.698,0.32,0.398,0.496,0.892,1.218,0.462,0.0,14.22,5.004,12.126,15.513,15.939,19.319,-0.315,0.0,50.454,49.319,49.759,50.416,51.031,51.692,0.046,0.0,27.352,26.365,26.812,27.372,34.959,53.605,-0.003,0.0
3014,44.024,38.78,42.206,45.082,47.193,48.882,-0.37,0.0,35.598,31.535,34.908,35.367,35.826,36.194,0.106,0.0,20.378,15.664,17.702,20.346,23.865,26.681,0.019,0.0,1.005,0.467,0.617,0.81,1.368,2.117,0.462,0.0,1.401,1.318,1.374,1.397,1.428,1.492,0.106,0.0,59.77,49.529,54.484,62.335,71.791,83.046,-0.201,0.0,0.719,0.519,0.597,0.694,0.991,1.238,0.153,0.0,13.462,3.448,6.64,11.25,15.486,17.251,0.536,0.0,46.714,45.92,46.185,46.58,47.129,48.162,0.183,0.0,37.286,4.299,11.975,50.517,55.726,69.132,-0.487,0.0
3015,42.835,35.057,42.042,43.254,45.805,48.5,-0.091,0.0,37.529,33.472,35.121,36.011,37.117,43.691,0.243,0.0,19.637,13.29,16.142,19.707,21.941,23.632,-0.038,0.0,1.121,0.572,0.801,1.288,1.893,2.288,-0.318,0.0,1.401,1.315,1.395,1.41,1.428,1.443,-0.136,0.0,56.39,48.083,57.423,57.489,62.023,71.74,-0.302,0.0,0.672,0.517,0.587,0.675,0.949,1.23,-0.04,0.0,14.225,4.187,12.642,13.85,15.059,15.659,0.118,0.0,47.941,46.016,46.903,47.455,48.863,50.823,0.305,0.0,9.809,3.324,7.101,11.822,18.883,29.359,-0.177,0.0
3016,30.735,26.804,30.021,34.043,38.063,41.213,-0.492,0.0,52.681,34.787,37.937,45.651,53.425,59.645,0.587,0.0,16.584,13.36,15.6,18.4,21.2,23.44,-0.343,0.0,2.26,1.672,1.921,2.233,2.627,2.943,0.067,0.0,1.367,1.108,1.376,1.402,1.424,1.442,-0.236,0.0,48.58,43.846,45.542,47.662,52.521,56.418,0.216,0.0,0.466,0.176,0.336,0.391,0.445,0.489,1.001,0.0,14.772,5.543,10.113,15.812,18.406,20.481,-0.207,0.0,50.971,48.647,50.157,51.285,51.73,52.661,-0.242,0.0,21.862,5.698,16.163,26.739,27.249,27.656,-0.497,0.0
3017,38.615,26.626,37.032,38.659,42.199,46.298,-0.005,5.5,39.906,28.982,34.492,36.238,40.97,56.149,0.345,5.5,21.479,13.311,19.121,22.32,24.26,27.771,-0.135,5.5,1.443,0.449,0.528,0.959,2.165,2.659,0.553,5.5,1.364,1.133,1.363,1.389,1.415,1.446,-0.219,5.5,67.097,44.624,47.805,57.41,89.055,110.752,0.381,5.5,0.696,0.147,0.399,0.572,0.841,1.208,0.297,0.0,11.862,3.303,4.576,13.615,15.824,19.311,-0.296,5.5,48.866,46.363,47.509,48.804,50.37,51.484,0.035,0.0,26.713,3.111,6.035,28.481,31.998,69.408,-0.083,0.0
3018,39.917,35.772,37.094,39.276,41.457,67.646,0.089,1.38,38.972,29.277,33.381,37.621,41.738,45.369,0.205,1.38,21.112,18.056,18.649,20.218,22.538,36.389,0.188,1.38,1.866,1.409,1.566,2.05,2.09,2.122,-0.54,1.38,1.397,1.297,1.382,1.396,1.41,1.559,0.018,1.38,46.442,32.488,45.671,47.93,49.999,57.703,-0.261,1.38,0.313,0.118,0.224,0.337,0.424,0.494,-0.215,0.0,17.599,11.972,15.721,16.098,18.549,20.51,0.439,1.38,49.155,39.641,49.167,50.355,51.311,52.723,-0.309,1.46,27.806,26.667,27.404,27.745,30.183,32.2,0.011,1.46
3019,51.643,37.297,42.039,43.444,48.573,84.801,0.453,2.88,30.909,9.732,31.161,35.395,36.178,42.623,-0.385,2.88,17.448,5.281,18.734,19.681,21.82,24.184,-0.316,2.88,1.401,0.604,0.923,1.434,1.782,2.219,-0.064,2.88,1.459,1.281,1.384,1.413,1.52,1.697,0.326,2.88,49.216,34.948,43.866,48.263,55.798,58.614,0.09,2.88,0.517,0.144,0.378,0.526,0.648,0.907,-0.045,0.0,12.441,3.405,3.756,13.787,15.643,19.482,-0.21,2.88,47.196,37.793,47.683,48.733,49.798,51.546,-0.297,0.58,29.067,26.353,27.417,28.254,30.676,57.409,0.069,0.58
3020,43.482,33.975,38.697,41.249,44.466,63.014,0.2,0.0,31.988,20.694,32.105,33.845,35.321,36.465,-0.27,0.0,24.53,16.147,20.175,23.5,26.824,28.027,0.217,0.0,0.541,0.448,0.449,0.451,0.465,0.872,0.276,0.0,1.387,1.349,1.358,1.381,1.411,1.485,0.101,0.0,99.659,58.835,82.789,94.897,107.188,111.856,0.249,0.0,1.235,0.656,0.819,0.98,1.14,1.268,1.286,0.0,7.227,3.258,3.366,3.502,9.193,20.655,0.531,0.0,47.291,45.86,46.627,47.113,47.845,49.193,0.178,0.0,30.201,3.688,8.917,26.413,55.992,78.901,0.128,0.0
3021,35.119,26.267,31.752,36.867,38.129,41.792,-0.295,5.96,45.55,34.061,36.876,41.611,47.757,58.511,0.388,5.96,19.331,13.741,17.507,21.1,24.024,26.081,-0.363,5.96,1.926,0.52,1.661,2.023,2.184,2.57,-0.165,5.96,1.391,1.23,1.382,1.397,1.418,1.44,-0.074,5.96,54.141,44.418,47.726,48.097,54.14,105.707,0.324,5.96,0.446,0.062,0.304,0.393,0.483,1.103,0.165,0.0,15.354,4.462,13.677,15.871,15.992,19.925,-0.118,5.96,50.184,47.933,49.616,50.421,51.105,52.298,-0.133,0.0,24.641,7.213,27.224,27.676,30.022,32.239,-0.295,0.0
3022,37.495,35.939,36.518,36.893,39.295,41.612,0.228,0.0,41.999,34.118,39.657,41.46,43.262,45.628,0.134,0.0,20.505,18.338,19.774,21.665,23.556,26.159,-0.294,0.0,1.834,0.489,2.008,2.073,2.101,2.124,-0.41,0.0,1.399,1.356,1.386,1.394,1.402,1.408,0.212,0.0,56.331,45.984,48.08,51.88,56.797,109.601,0.215,0.0,0.449,0.312,0.359,0.418,0.477,1.04,0.088,0.0,15.257,9.604,12.048,13.813,15.578,19.686,0.43,0.0,49.772,40.324,49.35,50.331,51.292,52.771,-0.194,0.0,26.857,7.69,27.36,27.739,30.229,32.309,-0.091,0.0
3023,31.833,26.86,30.299,34.598,38.691,41.338,-0.402,0.0,50.586,34.662,37.309,44.577,52.889,59.538,0.486,0.0,17.582,13.36,15.6,18.4,21.2,23.44,-0.148,0.0,2.32,1.677,1.946,2.287,2.654,2.948,0.071,0.0,1.333,1.091,1.291,1.396,1.421,1.441,-0.37,0.0,49.343,43.88,45.712,48.326,52.859,56.485,0.208,0.0,0.465,0.31,0.35,0.4,0.45,0.49,0.844,0.0,13.878,5.463,9.717,15.033,18.198,20.44,-0.2,0.0,49.103,47.445,48.057,48.839,50.254,50.82,0.22,0.0,13.334,3.52,8.081,13.781,21.753,51.757,-0.029,0.0
3024,41.447,25.502,37.986,41.219,42.85,48.471,0.024,0.0,33.923,27.822,34.206,34.583,35.691,39.66,-0.117,0.0,24.63,18.038,21.362,24.218,26.732,29.925,0.054,0.0,0.758,0.449,0.516,0.528,0.885,2.068,0.452,0.0,1.376,1.261,1.363,1.383,1.41,1.442,-0.094,0.0,85.256,46.898,57.503,88.317,102.922,110.745,-0.122,0.0,1.053,0.48,0.666,0.877,1.089,1.258,0.522,0.0,9.943,3.3,4.895,10.61,13.105,15.64,-0.149,0.0,48.467,46.528,47.26,48.133,49.651,50.71,0.239,0.0,32.431,5.374,19.77,29.648,53.256,78.624,0.12,0.0
3025,55.916,38.562,44.129,47.08,74.454,84.811,0.448,0.0,28.619,10.29,17.051,32.92,35.871,42.205,-0.337,0.0,15.465,4.899,8.495,19.248,19.624,19.925,-0.531,0.0,1.332,0.955,1.145,1.383,1.878,2.239,-0.1,0.0,1.487,1.281,1.412,1.415,1.605,1.708,0.45,0.0,49.2,34.986,37.368,49.001,53.266,56.678,0.02,0.0,0.587,0.336,0.478,0.561,0.63,0.686,0.208,0.0,10.554,3.433,3.566,11.397,15.263,15.894,-0.146,0.0,47.365,38.154,47.683,48.62,49.527,50.87,-0.32,0.0,27.066,11.358,27.323,27.657,29.882,32.317,-0.06,0.0
3026,42.164,26.601,39.169,41.493,43.342,47.783,0.064,0.0,33.712,28.226,34.065,34.778,36.042,40.297,-0.165,0.0,24.124,16.933,22.17,24.195,25.963,28.228,-0.009,0.0,0.848,0.514,0.523,0.538,0.957,2.254,0.514,0.0,1.377,1.243,1.372,1.383,1.408,1.436,-0.063,0.0,79.749,44.923,57.396,70.101,96.686,103.885,0.367,0.0,0.979,0.404,0.608,0.815,1.057,1.251,0.449,0.0,10.156,3.55,6.748,10.625,12.813,15.38,-0.119,0.0,49.229,46.887,47.875,49.616,50.351,50.95,-0.286,0.0,34.371,11.615,27.178,29.524,32.132,78.935,0.238,0.0
3027,37.171,28.358,36.482,37.158,40.077,41.825,0.003,3.78,42.085,34.037,34.846,40.652,43.158,56.021,0.191,3.78,20.744,14.536,19.702,22.156,24.099,26.932,-0.334,3.78,1.772,0.513,1.42,1.851,2.131,2.222,-0.13,3.78,1.396,1.353,1.381,1.392,1.406,1.435,0.082,3.78,56.727,44.391,47.74,49.455,55.533,109.248,0.331,3.78,0.465,0.055,0.274,0.384,0.478,1.089,0.219,0.0,15.586,4.474,15.803,15.908,16.556,20.111,-0.075,3.78,50.13,48.007,49.603,50.385,51.105,52.389,-0.128,0.0,26.139,11.185,27.301,27.594,35.512,49.649,-0.179,0.0
3028,39.543,27.344,38.724,41.494,43.212,43.776,-0.29,0.0,33.771,28.422,30.021,33.691,35.459,39.522,0.021,0.0,26.685,19.58,21.953,24.763,26.933,42.882,0.231,0.0,0.666,0.518,0.53,0.544,0.598,1.384,0.315,0.0,1.363,1.251,1.367,1.375,1.384,1.409,-0.24,0.0,86.367,46.362,56.08,78.792,101.227,103.604,0.309,0.0,1.075,0.538,0.69,0.893,1.096,1.259,0.524,0.0,9.857,4.271,8.777,10.361,11.226,14.296,-0.16,0.0,49.294,47.293,48.743,49.609,49.782,50.592,-0.312,0.0,41.174,24.095,33.189,45.841,59.718,78.891,-0.22,0.0
3029,36.468,27.327,32.812,37.829,41.535,41.907,-0.217,55.34,42.899,34.056,34.279,38.438,45.253,58.011,0.416,55.34,20.633,13.912,18.361,21.695,24.068,24.293,-0.221,55.34,1.998,0.605,1.68,2.044,2.207,2.805,-0.083,55.34,1.354,1.149,1.366,1.383,1.413,1.439,-0.23,55.34,49.685,43.884,45.732,47.75,49.664,90.941,0.149,55.34,0.183,0.023,0.117,0.234,0.375,0.738,-0.207,0.0,16.015,4.315,13.824,15.958,18.22,20.444,0.01,55.34,50.481,49.205,50.074,50.542,50.879,51.498,-0.086,0.0,30.642,22.993,26.8,27.425,38.946,59.216,0.256,0.0
3030,37.892,36.231,36.608,37.451,40.136,41.74,0.141,2.77,40.765,34.037,35.638,40.504,42.252,43.65,0.057,2.77,21.343,19.369,20.843,22.686,24.14,26.841,-0.297,2.77,1.704,0.506,1.133,1.747,1.938,2.092,-0.064,2.77,1.397,1.357,1.383,1.392,1.401,1.408,0.205,2.77,59.85,44.388,48.251,53.228,58.205,108.468,0.283,2.77,0.501,0.037,0.183,0.454,0.877,1.215,0.114,0.0,15.014,4.783,11.993,13.981,15.969,19.984,0.265,2.77,50.265,40.282,49.776,50.829,52.032,53.248,-0.174,0.0,27.836,27.076,27.352,27.58,33.221,53.14,0.095,0.0
3031,41.049,29.352,39.026,42.111,43.963,48.499,-0.156,0.0,39.05,31.486,35.003,36.718,40.359,43.272,0.424,0.0,19.901,11.146,19.079,19.533,19.988,23.522,0.084,0.0,1.517,0.913,0.936,1.507,2.09,2.183,0.018,0.0,1.41,1.353,1.401,1.412,1.415,1.538,-0.035,0.0,52.105,44.956,48.063,48.273,53.522,57.979,0.701,0.0,0.487,0.319,0.394,0.488,0.593,0.679,-0.004,0.0,15.476,9.872,13.445,15.4,15.814,19.188,0.028,0.0,47.194,38.404,47.792,49.026,50.301,51.834,-0.346,0.0,27.656,26.586,27.267,27.489,27.712,50.52,0.054,0.0
3032,71.827,46.175,70.396,74.034,77.149,87.588,-0.175,0.0,17.72,8.412,13.188,16.774,21.365,33.825,0.117,0.0,10.453,5.129,9.053,9.518,10.459,18.184,0.197,0.0,1.004,0.4,0.434,0.901,1.341,1.697,0.19,0.0,1.572,1.371,1.556,1.587,1.59,1.736,-0.141,0.0,48.798,16.147,30.468,57.474,69.686,84.323,-0.322,0.0,0.669,0.133,0.265,0.684,0.967,1.232,-0.034,0.0,14.128,3.463,8.266,15.328,17.268,20.254,-0.181,0.0,44.946,21.759,38.932,49.104,50.274,51.505,-0.5,0.0,30.769,26.449,27.27,27.611,37.473,59.429,0.263,0.0
3033,65.958,37.974,45.266,72.803,77.056,87.593,-0.412,26.95,21.47,8.397,14.128,18.564,32.622,37.572,0.285,26.95,12.572,4.394,8.87,9.855,19.399,24.052,0.399,26.95,1.029,0.425,0.441,0.899,1.415,2.135,0.229,26.95,1.521,1.281,1.388,1.569,1.589,1.736,-0.34,26.95,62.736,17.605,42.854,68.978,94.404,113.292,-0.18,26.95,0.599,0.017,0.086,0.516,1.169,1.274,0.15,0.0,11.069,2.761,3.94,11.565,15.664,20.102,-0.07,26.95,44.048,21.66,38.438,47.825,49.359,51.427,-0.469,1.49,31.642,26.635,27.42,28.425,30.978,73.564,0.233,1.49
4001,45.568,41.247,43.156,45.272,47.136,48.627,0.126,0.0,34.268,31.651,34.255,35.297,35.495,35.653,-0.482,0.0,20.164,20.204,21.019,22.038,23.058,23.873,-2.339,0.0,1.216,0.597,0.673,1.065,1.732,2.266,0.196,0.0,1.42,1.389,1.407,1.42,1.425,1.429,-0.02,0.0,82.27,53.304,67.834,85.996,99.796,107.095,-0.174,0.0,1.001,0.35,0.55,0.8,1.05,1.25,0.439,0.0,13.181,5.32,6.813,10.183,13.553,16.249,0.574,0.0,47.488,45.757,46.842,47.647,48.138,48.92,-0.162,0.0,43.421,15.838,27.657,30.706,74.312,82.691,0.501,0.0
4002,45.322,41.216,43.005,45.117,47.059,48.612,0.095,0.0,34.553,31.816,35.08,35.331,35.512,35.656,-0.39,0.0,20.125,20.204,21.019,22.038,23.058,23.873,-2.723,0.0,1.117,0.596,0.667,1.009,1.705,2.261,0.15,0.0,1.42,1.389,1.406,1.42,1.425,1.429,-0.024,0.0,84.87,53.455,68.587,87.502,100.373,107.21,-0.132,0.0,1.061,0.35,0.55,0.8,1.05,1.25,0.611,0.0,13.947,5.384,7.282,10.496,13.709,16.28,0.705,0.0,47.106,45.281,46.074,46.975,48.005,48.967,0.106,0.0,41.5,3.357,28.154,31.002,67.593,80.136,0.418,0.0
4003,44.894,41.149,42.667,44.606,46.803,48.561,0.095,0.0,34.159,31.499,33.495,35.231,35.462,35.646,-0.516,0.0,20.947,20.204,21.019,22.038,23.058,23.873,-0.634,0.0,1.191,0.593,0.654,0.826,1.613,2.243,0.459,0.0,1.414,1.388,1.402,1.418,1.424,1.429,-0.283,0.0,84.811,53.953,71.079,92.485,101.663,107.468,-0.325,0.0,1.0,0.35,0.55,0.8,1.05,1.25,0.436,0.0,10.893,5.198,5.681,8.081,12.502,16.039,0.497,0.0,47.957,46.073,47.538,48.007,48.645,49.212,-0.055,0.0,37.046,16.411,27.048,35.471,44.513,78.733,0.076,0.0
4004,38.672,18.489,36.77,40.189,44.612,48.609,-0.15,0.16,35.469,27.294,29.941,35.437,39.902,43.47,0.005,0.16,25.859,18.744,19.554,21.618,25.664,52.262,0.36,0.16,1.238,0.535,0.581,0.697,1.86,2.302,0.697,0.16,1.378,1.224,1.371,1.407,1.417,1.427,-0.405,0.16,81.707,48.36,49.51,96.539,103.681,111.833,-0.556,0.16,0.918,0.117,0.396,0.653,0.976,1.235,0.544,0.0,10.727,3.539,4.962,10.406,16.019,16.823,0.056,0.16,46.03,44.206,44.959,45.682,46.886,48.769,0.24,0.1,65.323,27.032,31.694,69.058,79.749,126.242,-0.109,0.1
4005,44.075,38.663,41.98,44.194,46.588,48.517,-0.039,0.0,35.186,29.317,34.929,35.406,35.668,42.17,-0.063,0.0,20.74,19.153,19.767,21.211,22.951,24.943,-0.256,0.0,1.055,0.581,0.628,0.813,1.806,2.32,0.354,0.0,1.413,1.391,1.411,1.415,1.421,1.428,-0.147,0.0,86.902,48.82,64.696,92.732,98.077,105.671,-0.278,0.0,1.073,0.35,0.55,0.8,1.05,1.25,0.65,0.0,13.27,5.341,7.831,16.169,16.546,16.848,-0.565,0.0,46.341,44.786,45.812,46.216,46.859,47.956,0.132,0.0,57.477,26.058,38.185,69.096,78.731,93.174,-0.451,0.0
4006,40.778,18.494,38.975,42.75,46.787,48.656,-0.208,0.29,33.974,28.696,30.993,35.213,35.662,40.881,-0.303,0.29,25.248,19.338,20.755,22.606,24.222,52.216,0.243,0.29,1.139,0.539,0.583,0.685,1.911,2.34,0.589,0.29,1.386,1.225,1.382,1.413,1.419,1.428,-0.394,0.29,85.274,48.944,74.675,96.936,102.769,109.101,-0.495,0.29,1.005,0.101,0.419,0.713,1.006,1.241,0.64,0.0,10.604,3.627,5.275,8.817,16.331,16.805,0.308,0.29,46.827,44.671,45.701,46.71,47.957,49.033,0.082,0.18,47.345,15.736,29.135,32.188,74.636,88.356,0.567,0.18
4007,50.579,32.821,37.056,41.851,65.833,68.613,0.539,0.0,28.014,16.775,21.722,30.378,36.307,42.613,-0.212,0.0,21.408,14.299,16.77,19.143,26.64,28.134,0.273,0.0,0.765,0.448,0.464,0.503,0.543,1.713,0.432,0.0,1.428,1.349,1.365,1.411,1.472,1.518,0.225,0.0,85.681,55.607,79.608,82.704,106.316,110.857,0.141,0.0,1.136,0.35,0.55,0.8,1.05,1.25,0.908,0.0,12.657,3.365,5.165,14.717,16.917,20.616,-0.317,0.0,44.765,43.741,44.318,44.725,45.223,45.845,0.062,0.0,115.841,68.977,74.901,126.154,153.538,158.169,-0.283,0.0
4008,48.619,34.285,37.353,40.034,65.122,68.471,0.56,0.0,29.004,17.031,23.0,34.516,34.943,42.012,-0.538,0.0,22.377,15.202,17.225,24.112,27.099,28.032,-0.229,0.0,0.672,0.448,0.451,0.483,0.532,1.528,0.361,0.0,1.417,1.352,1.363,1.39,1.461,1.507,0.376,0.0,91.039,58.7,80.594,98.308,110.532,110.952,-0.351,0.0,1.186,0.35,0.55,0.8,1.05,1.25,1.215,0.0,11.129,3.254,3.823,11.454,17.322,20.485,-0.045,0.0,44.495,43.217,43.965,44.52,45.016,45.76,-0.032,0.0,118.874,68.973,75.065,133.266,154.532,158.215,-0.394,0.0
